Resource ID,Service Name,Usage Quantity,Usage Unit,Region/Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
res-DH7HJH9O,Kubernetes Engine,28.7833,Hours,northamerica-northeast1,25.53,26.24,39254762176,43503289304,03-07-2024 04:12,04-07-2024 08:59,8.12,233.72,234,19422
res-A1PJKUSI,Cloud Run,37.6833,Hours,asia-northeast1,40.96,17.44,53065520928,58262181355,25-08-2024 14:55,27-08-2024 04:36,5.57,209.9,210,17430
res-B7JMXF5F,Dataflow,82.5667,Hours,us-west1,12.74,46.18,76915170111,78654273956,29-08-2024 08:40,01-09-2024 19:14,5.89,486.32,486,40338
res-ETVN9GGT,Dataflow,76.6833,Hours,asia-northeast1,66.18,54.39,6641579564,6709560828,05-08-2024 14:21,08-08-2024 19:02,1.59,121.93,122,10126
res-AVLT0649,Cloud Run,128.8,Hours,asia-east1,63.58,55.02,41511369742,45873428076,11-08-2024 19:32,17-08-2024 04:20,3.7,476.56,477,39591
res-6LDJHEG0,Cloud Storage,414.6583,Requests,australia-southeast1,18.21,45.07,76235665146,84644895301,21-08-2024 01:17,22-08-2024 16:50,4.56,1890.84,1891,156953
res-KMJQB3LC,Cloud Dataproc,630.7125,Requests,us-central1,54.68,87.03,8786494055,16471325850,27-08-2024 18:42,29-08-2024 11:27,1.85,1166.82,1167,96861
res-39V2TT63,Cloud Build,49.8981,Requests,southamerica-east1,6.38,81.03,25021911702,30890344545,20-07-2024 22:58,22-07-2024 13:45,6.35,316.85,317,26311
res-JNJGGP0G,AI Platform,116.4333,Hours,europe-north1,5.17,44.41,32590764217,34285952731,07-08-2024 21:33,12-08-2024 17:59,2.3,267.8,268,22244
res-Q845DRSP,Cloud CDN,502.9505,Requests,asia-southeast1,87.46,31.97,9878243182,10546174477,10-07-2024 00:12,12-07-2024 11:39,5.53,2781.32,2781,230823
res-VWLOQR77,Cloud Dataproc,530.888,Requests,asia-east1,19.48,46.39,97745158698,1.02047E+11,20-07-2024 09:48,23-07-2024 08:09,4.2,2229.73,2230,185090
res-DVVN7T9Q,Cloud Run,47.15,Hours,northamerica-northeast1,13.75,88.12,98525753914,99984623576,20-08-2024 16:06,22-08-2024 15:15,6.05,285.26,285,23655
res-2YXBZC6D,Firestore,966.1292,Requests,northamerica-northeast1,59.27,52.16,18658664146,28407569512,25-08-2024 13:28,28-08-2024 10:07,6.68,6453.74,6454,535682
res-0N5NMWZL,AI Platform,116.2833,Hours,europe-west1,48.26,76.22,35653892189,41713554786,21-07-2024 00:55,25-07-2024 21:12,3.53,410.48,410,34030
res-YGMO3Z8T,Cloud Run,65.2833,Hours,europe-north1,33.43,98.81,13012375140,22589729918,13-07-2024 09:07,16-07-2024 02:24,1.53,99.88,100,8300
res-8RTLG18B,Compute Engine,39.0333,Hours,asia-east1,28.36,60.41,17071073345,19720613386,02-08-2024 18:25,04-08-2024 09:27,4.19,163.55,164,13612
res-G02OJ5GU,Cloud Spanner,125.9564,GB,australia-southeast1,7.24,88.14,70590233874,74188874592,21-07-2024 20:22,23-07-2024 00:38,6.81,857.76,858,71214
res-0OBWMFY3,Cloud CDN,277.8297,GB,australia-southeast1,29.26,5.84,72137164877,80001823378,07-08-2024 01:36,12-08-2024 21:19,8.89,2469.91,2470,205010
res-O6D0SC42,Cloud Build,367.5864,Requests,europe-west1,50.46,15.86,45875770508,46494768677,21-08-2024 09:54,27-08-2024 05:14,4.77,1753.39,1753,145499
res-7G8BZR6E,Cloud Memorystore,615.9233,Requests,asia-southeast1,46.44,26.05,17512386922,23892346198,10-08-2024 20:25,14-08-2024 14:44,1.31,806.86,807,66981
res-AGO278CW,Compute Engine,127.7333,Hours,asia-southeast1,14.64,17.36,5838993983,8497442468,04-08-2024 05:25,09-08-2024 13:09,7.8,996.32,996,82668
res-Q4HVSTFI,Cloud Spanner,759.7956,Requests,northamerica-northeast1,43.68,4.57,18601085588,22034078014,11-07-2024 20:54,16-07-2024 13:34,9.89,7514.38,7514,623662
res-LDUWFQNE,Cloud Spanner,340.3693,Requests,asia-southeast1,2.54,73.14,66907417382,73738179228,17-08-2024 17:54,20-08-2024 02:26,5.43,1848.21,1848,153384
res-C9KNE491,Cloud Spanner,28.6273,Requests,asia-southeast1,76.01,55.07,30942391610,38113531186,03-07-2024 22:36,06-07-2024 14:02,4.9,140.27,140,11620
res-XQMIIKI9,Cloud Memorystore,556.4179,GB,europe-north1,44.75,9.62,56726910820,62964470066,16-07-2024 22:56,22-07-2024 05:06,3.61,2008.67,2009,166747
res-60OEWXWF,Cloud Functions,108.4167,Hours,us-west1,57.84,47.91,47845396038,50461064734,06-08-2024 10:40,10-08-2024 23:05,8.94,969.25,969,80427
res-DUKFU5I4,Cloud Spanner,40.2558,Requests,us-west1,86.68,62.09,91291091118,94252055678,22-08-2024 09:50,27-08-2024 15:15,3.76,151.36,151,12533
res-G1ZCLA7N,Cloud Storage,432.8095,Requests,australia-southeast1,12.13,62.87,29729140484,37219298641,28-08-2024 01:26,30-08-2024 18:24,2.52,1090.68,1091,90553
res-XNWD3FA7,Cloud Spanner,218.0232,GB,asia-southeast1,57.86,17.83,7548475150,10109842689,27-08-2024 16:01,01-09-2024 01:01,9.43,2055.96,2056,170648
res-CKK4HJG9,Dataflow,93.2833,Hours,northamerica-northeast1,68.85,81.28,50994971013,56265355888,12-07-2024 01:15,15-07-2024 22:32,6.32,589.55,590,48970
res-D58ANTC0,Cloud Memorystore,181.0234,GB,asia-east1,15.91,64.82,78680352164,83877530111,12-08-2024 21:13,14-08-2024 22:37,5.72,1035.45,1035,85905
res-W1QVUAUY,Compute Engine,142.4,Hours,europe-north1,79.09,39.55,17147923298,26292232458,19-07-2024 14:48,25-07-2024 13:12,2.05,291.92,292,24236
res-YECWTX82,Pub/Sub,359.37,GB,europe-west3,17.02,93.57,53466679239,56063842623,19-07-2024 09:44,24-07-2024 02:20,6.86,2465.28,2465,204595
res-5ON05WRC,Cloud Armor,117.2097,GB,australia-southeast1,13.75,65.66,19431705110,19965883148,28-08-2024 19:12,02-09-2024 23:37,2.15,252,252,20916
res-JEOTOEFV,BigQuery,757.7714,Requests,australia-southeast1,34.57,79.93,53821049664,54208234208,06-08-2024 09:33,11-08-2024 11:24,1.62,1227.59,1228,101924
res-B9MWAZE5,Cloud CDN,929.0325,Requests,southamerica-east1,44.48,83.85,34811117985,36999088065,28-07-2024 02:35,31-07-2024 12:09,7.38,6856.26,6856,569048
res-5O2320IK,Cloud SQL,887.4779,Requests,us-west1,27.7,44.05,89755407669,93295589515,24-07-2024 09:05,27-07-2024 22:33,8.18,7259.57,7260,602580
res-2J6KURCC,Pub/Sub,845.9607,Requests,southamerica-east1,54.45,66.21,61010448683,67690112969,17-07-2024 13:03,20-07-2024 02:17,2.47,2089.52,2090,173470
res-2E4RS9BK,Dataflow,52.7167,Hours,asia-southeast1,26.77,9.98,93008645603,97068066540,15-07-2024 04:09,17-07-2024 08:52,9.25,487.63,488,40504
res-2B6KCTWB,Cloud CDN,44.3384,Requests,europe-west3,44.62,71.37,76359229549,84113831464,13-08-2024 15:21,18-08-2024 06:46,6.95,308.15,308,25564
res-AKIHTJ34,Cloud Load Balancing,28.3886,Requests,australia-southeast1,85.23,77.67,65089630779,73817051768,20-07-2024 11:27,21-07-2024 17:41,3.43,97.37,97,8051
res-DV9JRPGE,Cloud NAT,974.8384,Requests,australia-southeast1,68.13,48.34,59057922985,65711077756,16-08-2024 15:54,22-08-2024 09:24,6.61,6443.68,6444,534852
res-366EBDKF,Cloud VPN,565.7255,GB,europe-west1,37.1,44.59,34872615846,35850067743,07-07-2024 15:53,09-07-2024 23:08,9.38,5306.51,5307,440481
res-RILN0892,Cloud Memorystore,521.4659,Requests,us-east1,36.59,82.86,7359709033,15833850900,24-07-2024 07:23,28-07-2024 05:55,6.93,3613.76,3614,299962
res-UGI64PSX,Cloud Run,34.5167,Hours,us-east1,3.69,38.04,14663849921,21454606211,17-08-2024 02:34,18-08-2024 13:05,1.33,45.91,46,3818
res-L7CEPN9U,Kubernetes Engine,112.6667,Hours,asia-northeast1,99.25,14.54,48787684778,49550324250,04-07-2024 02:25,08-07-2024 19:05,2.71,305.33,305,25315
res-X1LNU5KK,Cloud Dataproc,996.4919,GB,us-east1,48.72,36.85,79133661223,86555528164,03-07-2024 15:25,05-07-2024 00:28,7.31,7284.36,7284,604572
res-IUHELOPE,Kubernetes Engine,102.4,Hours,us-central1,29.65,91.42,5504455329,5979338819,31-07-2024 06:14,04-08-2024 12:38,3.52,360.45,360,29880
res-1J9NB1YD,AI Platform,68.4167,Hours,australia-southeast1,86.74,82.37,88713432251,97147605739,13-07-2024 06:12,16-07-2024 02:37,7.8,533.65,534,44322
res-J4Q4WQCN,Cloud Storage,336.6242,Requests,asia-east1,88.78,53.5,59621404247,67979758237,29-07-2024 12:33,03-08-2024 09:34,2.33,784.33,784,65072
res-L8NU3JXW,Pub/Sub,561.7267,Requests,asia-east1,33.15,23.82,62581670239,66738314431,29-07-2024 02:21,02-08-2024 10:47,3.97,2230.05,2230,185090
res-9ZHF4QCE,Cloud Endpoints,25.7631,Requests,europe-north1,11.97,48.34,95991805189,99943019184,23-07-2024 07:44,24-07-2024 12:27,1.26,32.46,32,2656
res-C7Q1K5Q8,Pub/Sub,389.7455,Requests,us-west1,77.29,66.41,84793657254,91632010894,30-07-2024 21:13,03-08-2024 13:49,1.22,475.49,475,39425
res-EVJ09YOW,Container Registry,942.0782,GB,europe-west1,5.84,51.52,24471295008,27776490991,20-07-2024 00:10,21-07-2024 22:26,2.49,2345.77,2346,194718
res-DCKJEF1X,Cloud CDN,217.5637,Requests,asia-northeast1,18.89,68,7329749161,11368547796,18-08-2024 22:57,22-08-2024 11:18,8.89,1934.14,1934,160522
res-4NZZD9YJ,Cloud Storage,20.2608,GB,asia-southeast1,72.41,59.99,45848191981,53582994621,24-07-2024 18:15,28-07-2024 08:19,9.73,197.14,197,16351
res-E84XFGZ8,AI Platform,105.2667,Hours,europe-west3,94.81,92.01,64138243442,70487266654,27-08-2024 07:47,31-08-2024 17:03,7.78,818.97,819,67977
res-I66UDVD3,Cloud Armor,691.4302,GB,europe-north1,48.47,70.78,8639267457,15003885405,30-07-2024 06:59,04-08-2024 09:40,7.97,5510.7,5511,457413
res-DYPURO0P,Cloud SQL,195.0857,Requests,us-east1,10.28,50.53,67920358323,72730111824,08-08-2024 11:47,13-08-2024 18:54,3.98,776.44,776,64408
res-N1Q1Z73E,Cloud Build,646.5474,GB,asia-southeast1,76.58,6.03,44377829891,50999017236,14-07-2024 15:04,16-07-2024 05:01,4.1,2650.84,2651,220033
res-LWK6DJPU,Dataflow,98.0667,Hours,australia-southeast1,32.91,22.82,99728008625,99735769398,01-07-2024 10:58,05-07-2024 13:02,6.66,653.12,653,54199
